,description,rooms,m2,bathrooms,price,links
658,"2-room flat viale Umbria 56, Martini - Insubria, Milan",2,70m²,1,"€ 330,000",https://www.immobiliare.it/en/annunci/108192331/
659,"2-room flat viale Monza 154, Gorla, Milan",2,50m²,1,"€ 209,000",https://www.immobiliare.it/en/annunci/108193333/
660,"2-room flat viale San Gimignano 2/1, Lorenteggio, Milan",2,64m²,1,"€ 290,000",https://www.immobiliare.it/en/annunci/108199151/
661,"3-room flat via Giuseppe Monti 6, Muggiano, Milan",3,85m²,2,"€ 325,000",https://www.immobiliare.it/en/annunci/108199637/
662,"3-room flat via Don Francesco Beniamino della Torre, Quarto Oggiaro, Milan",3,100m²,2,"€ 350,000",https://www.immobiliare.it/en/annunci/108199485/
663,"3-room flat via Matteo Civitali, San Siro, Milan",3,90m²,1,"€ 315,000",https://www.immobiliare.it/en/annunci/108255277/
664,"3-room flat via Matteo Civitali, San Siro, Milan",3,90m²,1,"€ 315,000",https://www.immobiliare.it/en/annunci/108202745/
665,"4-room flat Romagna, 22, Città Studi, Milan",4,117m²,2,"€ 665,000",https://www.immobiliare.it/en/annunci/108188801/
666,"2-room flat via Brusuglio 62, Affori, Milan",2,50m²,1,"€ 218,000",https://www.immobiliare.it/en/annunci/108194479/
667,"2-room flat via Bernardo Davanzati 5, Dergano, Milan",2,62m²,1,"€ 275,000",https://www.immobiliare.it/en/annunci/108195477/
668,"Studio corso di Porta Romana 3, Missori, Milan",1,70m²,1,"€ 550,000",https://www.immobiliare.it/en/annunci/108198277/
669,"Apartment at auction via Caltagirone , 12, Milan",2,53m²,G,"from € 43,000.00",https://www.immobiliare.it/en/annunci/108212451/
670,"4-room flat via Carlo Goldoni, Indipendenza, Milan",4,130m²,2,"€ 900,000",https://www.immobiliare.it/en/annunci/108196261/
671,"Apartment at auction viale Imbonati , 62/2, Milan",3,150m²,20,"from € 628,500.00",https://www.immobiliare.it/en/annunci/108212469/
672,"3-room flat excellent condition, ground floor, Piave - Tricolore, Milan",3,160m²,2,"€ 940,000",https://www.immobiliare.it/en/annunci/108204873/
673,"2-room flat via Filippo Palizzi 119, Quarto Oggiaro, Milan",2,55m²,1,"€ 170,000",https://www.immobiliare.it/en/annunci/108202575/
674,"3-room flat good condition, second floor, Ascanio Sforza, Milan",3,93m²,2,"€ 730,000",https://www.immobiliare.it/en/annunci/108203083/
675,"2-room flat via Santa Rita Da Cascia, Barona, Milan",2,84m²,2,"€ 375,000",https://www.immobiliare.it/en/annunci/108210517/
676,"Apartment at auction via Trasimeno , 40/14, Milan",3,119m²,5,"from € 284,250.00",https://www.immobiliare.it/en/annunci/108188599/
677,"2-room flat via Arquà 13, Parco Trotter, Milan",2,44m²,1,"€ 180,000",https://www.immobiliare.it/en/annunci/108205021/
678,"2-room flat via Vincenzo da Seregno 10, Affori, Milan",2,50m²,1,"€ 235,000",https://www.immobiliare.it/en/annunci/108192855/
679,"3-room flat via Jacopo Palma, Gambara, Milan",3,91m²,2,"€ 365,000",https://www.immobiliare.it/en/annunci/108197581/
680,"2-room flat via Don Carlo Porro 8, Precotto, Milan",2,60m²,1,"€ 199,000",https://www.immobiliare.it/en/annunci/108200423/
681,"Apartment at auction via Padova 213, Milan",2,02/13/2024,70m²,"from € 187,000.00",https://www.immobiliare.it/en/annunci/108196347/
682,"Apartment at auction via Carlo Imbonati 62/2, Milan",4,03/28/2024,117m²,"from € 628,500.00",https://www.immobiliare.it/en/annunci/108210525/
683,"Apartment at auction viale Imbonati 62/2, Milan",5+,03/28/2024,352m²,"from € 2,081,250.00",https://www.immobiliare.it/en/annunci/108210521/
684,"Apartment at auction via Carlo Imbonati 11, Milan",2,03/05/2024,57m²,"from € 52,500.00",https://www.immobiliare.it/en/annunci/108210523/
685,"Apartment at auction via Carlo Imbonati 62/2, Milan",5+,03/28/2024,352m²,"from € 2,775,000.00",https://www.immobiliare.it/en/annunci/108195815/
686,"4-room flat Bande Nere, Bande Nere, Milan",4,140m²,2,"€ 680,000",https://www.immobiliare.it/en/annunci/108204947/
687,"3-room flat via Filippino Lippi, Città Studi, Milan",3,130m²,1,"€ 690,000",https://www.immobiliare.it/en/annunci/108203317/
688,"2-room flat excellent condition, seventh floor, Barona, Milan",2,55m²,1,"€ 298,000",https://www.immobiliare.it/en/annunci/108252765/
689,"2-room flat via Imbonati, 85, Dergano, Milan",2,59m²,1,"€ 289,000",https://www.immobiliare.it/en/annunci/108211475/
690,"Loft via Tucidide 56, Ortica, Milan",1,59m²,1,"€ 165,000",https://www.immobiliare.it/en/annunci/108192549/
691,"Apartment at auction via Carlo Imbonati 62/2, Milan",3,03/28/2024,122m²,"from € 838,000.00",https://www.immobiliare.it/en/annunci/108208425/
692,"Apartment at auction via Bastia 6, Milan",2,02/28/2024,77m²,"from € 285,000.00",https://www.immobiliare.it/en/annunci/108195985/
693,"2-room flat via Francesco Brioschi, Pezzotti - Meda, Milan",2,70m²,1,"€ 350,000",https://www.immobiliare.it/en/annunci/108202375/
694,"2-room flat via Galileo Galilei, Repubblica, Milan",2,47m²,1,"€ 510,000",https://www.immobiliare.it/en/annunci/108291987/
695,"Apartment at auction via Carlo Imbonati , 11, Milan",2,57m²,4,"from € 52,500.00",https://www.immobiliare.it/en/annunci/108212467/
696,"2-room flat excellent condition, fifth floor, Navigli - Darsena, Milan",2,50m²,1,Price on application,https://www.immobiliare.it/en/annunci/108192885/
697,"3-room flat via Jacopo Palma 28, Gambara, Milan",3,91m²,2,"€ 365,000",https://www.immobiliare.it/en/annunci/108193661/
698,"Apartment at auction via Cascina Bianca 6, Milan",3,02/28/2024,100m²,"from € 235,000.00",https://www.immobiliare.it/en/annunci/108196011/
699,"Apartment at auction via Privata Imola , 17, Milan",3,71m²,4,"from € 150,000.00",https://www.immobiliare.it/en/annunci/108188555/
700,"4-room flat via Carlo Boncompagni, 47, Bologna - Sulmona, Milan",4,125m²,2,"€ 519,000",https://www.immobiliare.it/en/annunci/108209803/
701,"Apartment at auction via Valle Isorno 3, Milan",2,02/14/2024,62m²,"from € 116,000.00",https://www.immobiliare.it/en/annunci/108196335/
702,"Apartment at auction viale Imbonati, 62/2, Milan",5+,03/28/2024,352m²,"from € 2,081,250.00",https://www.immobiliare.it/en/annunci/108207393/
703,"Apartment at auction via Carlo Imbonati 11, Milan",2,03/05/2024,57m²,"from € 70,000.00",https://www.immobiliare.it/en/annunci/108195863/
704,"Single family villa via Pinerolo, San Siro, Milan",5+,600m²,3+,"€ 6,500,000",https://www.immobiliare.it/en/annunci/108192481/
705,"Apartment at auction via Carlo Imbonati, 11, Milan",2,03/05/2024,57m²,"from € 52,500.00",https://www.immobiliare.it/en/annunci/108212339/
706,"Apartment at auction via Caltagirone , 12, Milan",2,02/01/2024,53m²,"from € 43,000.00",https://www.immobiliare.it/en/annunci/108188441/
707,"2-room flat excellent condition, third floor, Porta Vittoria, Milan",2,64m²,1,"€ 480,000",https://www.immobiliare.it/en/annunci/108230961/
708,"Apartment at auction via Melchiorre Gioia, 74, Milan",2,02/06/2024,72m²,"from € 360,000.00",https://www.immobiliare.it/en/annunci/108189169/
709,"Apartment at auction via Trasimeno, 40/14, Milan",3,02/21/2024,119m²,"from € 284,250.00",https://www.immobiliare.it/en/annunci/108188455/
710,"Penthouse - attic at auction viale Imbonati, 62/2, Milan",5,03/28/2024,24,"from € 2,081,250.00",https://www.immobiliare.it/en/annunci/108186849/
711,"Apartment at auction via privata Imola, 17, Milan",3,02/06/2024,70m²,"from € 150,000.00",https://www.immobiliare.it/en/annunci/108188443/
712,"Apartment at auction viale Imbonati, 62/2, Milan",3,03/28/2024,117m²,"from € 628,500.00",https://www.immobiliare.it/en/annunci/108212341/
713,"Apartment at auction via Antonio Aldini 15, Milan",2,02/21/2024,76m²,"from € 126,000.00",https://www.immobiliare.it/en/annunci/108196111/
714,"Apartment at auction via Trasimeno, 40, Milan",3,02/21/2024,106m²,"from € 284,250.00",https://www.immobiliare.it/en/annunci/108188435/
715,"3-room flat viale Romagna, 22, Città Studi, Milan",3,114m²,2,"€ 665,000",https://www.immobiliare.it/en/annunci/108211535/
716,"Apartment at auction via San Mamete 3, Milan",2,02/07/2024,42m²,"from € 55,200.00",https://www.immobiliare.it/en/annunci/108196455/
717,"Building piazzale Loreto, Pasteur, Milan",,,,"€ 4,300,000",https://www.immobiliare.it/en/annunci/108202843/
718,"3-room flat via Carlo Imbonati, Dergano, Milan",3,50m²,1,"€ 315,750",https://www.immobiliare.it/en/annunci/108212163/
719,"Apartment at auction via Melchiorre Gioia 71, Milan",2,02/07/2024,74m²,"from € 300,000.00",https://www.immobiliare.it/en/annunci/108196431/
720,"3-room flat via Alberico da Barbiano via Diomede da Pantaleone, Bruzzano, Milan",3,102m²,2,"€ 307,408",https://www.immobiliare.it/en/annunci/108206207/
721,"Apartment via Carlo Imbonati, Dergano, Milan",5,110m²,2,"€ 619,500",https://www.immobiliare.it/en/annunci/108209947/
722,"Apartment in villa, excellent condition, 170 m², Ripamonti, Milan",3,170m²,2,"€ 800,000",https://www.immobiliare.it/en/annunci/108207137/
723,"2-room flat via Privata Giuseppe Ugolini 21/3, Greco - Segnano, Milan",2,47m²,1,"€ 179,000",https://www.immobiliare.it/en/annunci/108169025/
724,"2-room flat via Cesare da Sesto 10, Corso Genova, Milan",2,67m²,1,"€ 512,000",https://www.immobiliare.it/en/annunci/108185575/
725,"3-room flat largo Vincenzo Gemito 3, 20131 Milano Italia, Casoretto, Milan",3,95m²,2,"€ 430,000",https://www.immobiliare.it/en/annunci/108169777/
726,"2-room flat via Menabrea 33, Farini, Milan",2,55m²,1,"€ 370,000",https://www.immobiliare.it/en/annunci/108176467/
727,"2-room flat via Savona 120, Giambellino, Milan",2,85m²,1,"€ 560,000",https://www.immobiliare.it/en/annunci/108172343/
728,"3-room flat via Grivola 18, Niguarda, Milan",3,85m²,1,"€ 309,000",https://www.immobiliare.it/en/annunci/108180851/
729,"3-room flat via Giuseppe Monti 6, Muggiano, Milan",3,90m²,2,"€ 305,000",https://www.immobiliare.it/en/annunci/108177107/
730,"3-room flat via Giovanni da Procida, Sempione, Milan",3,100m²,1,"€ 695,000",https://www.immobiliare.it/en/annunci/108172801/
731,"3-room flat via Alessandro Litta Modignani 109, Affori, Milan",3,87m²,1,"€ 192,000",https://www.immobiliare.it/en/annunci/108216211/
732,"2-room flat via Cagnola 6, Arco della Pace, Milan",2,40m²,1,"€ 470,000",https://www.immobiliare.it/en/annunci/108181319/
733,"3-room flat via Privata Alessandro Antonelli 8, Corvetto, Milan",3,113m²,2,"€ 339,000",https://www.immobiliare.it/en/annunci/108170549/
734,"2-room flat viale Nazario Sauro 7, Isola, Milan",2,50m²,1,"€ 265,000",https://www.immobiliare.it/en/annunci/108178533/
735,"2-room flat via Gianfranco Zuretti 20, Cascina dei Pomi, Milan",2,55m²,1,"€ 220,000",https://www.immobiliare.it/en/annunci/108181825/
736,"2-room flat via Lorenteggio 31, Piazza Napoli, Milan",2,50m²,1,"€ 279,000",https://www.immobiliare.it/en/annunci/108179825/
737,"3-room flat via Jacopino da Tradate, Certosa, Milan",3,90m²,1,"€ 369,000",https://www.immobiliare.it/en/annunci/108164809/
738,"3-room flat via Piero Martinetti, Piazzale Siena, Milan",3,80m²,1,"€ 340,000",https://www.immobiliare.it/en/annunci/108165831/
739,"2-room flat via Aristotile Fioravanti 36, Paolo Sarpi, Milan",2,57m²,1,"€ 395,000",https://www.immobiliare.it/en/annunci/108185443/
740,"Apartment at auction viale Imbonati , 62, Milan",5,117m²,20,"from € 628,500.00",https://www.immobiliare.it/en/annunci/108186027/
741,"Apartment at auction via Imbonati , 62, Milan",5+,352m²,24,"from € 2,081,250.00",https://www.immobiliare.it/en/annunci/108181781/
742,"3-room flat via Gaspare Aselli 18, Città Studi, Milan",3,75m²,1,"€ 399,000",https://www.immobiliare.it/en/annunci/108172273/
743,"Apartment at auction via Privata Bastia, 6, Milan",4,02/28/2024,76m²,"from € 213,750.00",https://www.immobiliare.it/en/annunci/108177585/
744,"2-room flat via Caduti in Missione di Pace 9, Rubattino, Milan",2,62m²,1,"€ 295,000",https://www.immobiliare.it/en/annunci/108178211/
745,"Apartment via Brera, Brera, Milan",5+,340m²,3+,Price on application,https://www.immobiliare.it/en/annunci/108170237/
746,"Apartment via Lucca 48, Bisceglie, Milan",5,139m²,2,"€ 395,000",https://www.immobiliare.it/en/annunci/108177307/
747,"4-room flat viale Gian Galeazzo, Ticinese, Milan",4,344m²,2,"€ 1,600,000",https://www.immobiliare.it/en/annunci/108167735/
748,"4-room flat via Giovanni da Verrazzano 27, Crescenzago, Milan",4,139m²,2,"€ 632,000",https://www.immobiliare.it/en/annunci/108167365/
749,"Apartment via Donatello 2, Città Studi, Milan",5,150m²,2,"€ 680,000",https://www.immobiliare.it/en/annunci/108175617/
750,"3-room flat viale Gran Sasso 38, Città Studi, Milan",3,110m²,2,"€ 690,000",https://www.immobiliare.it/en/annunci/108179779/
751,"2-room flat via Cardinale Branda Castiglioni 2, Bovisa, Milan",2,56m²,1,"€ 239,000",https://www.immobiliare.it/en/annunci/108175395/
752,"3-room flat viale Regina Giovanna 41, Morgagni, Milan",3,120m²,1,"€ 850,000",https://www.immobiliare.it/en/annunci/108170191/
753,"2-room flat viale Umbria, Martini - Insubria, Milan",2,60m²,1,"€ 310,000",https://www.immobiliare.it/en/annunci/108271225/
754,"2-room flat via Amerigo Vespucci 7, Porta Nuova, Milan",2,40m²,1,"€ 350,000",https://www.immobiliare.it/en/annunci/108179003/
755,"2-room flat via Nikolajevka 14/B, Bisceglie, Milan",2,70m²,1,"€ 259,000",https://www.immobiliare.it/en/annunci/108181573/
756,"4-room flat via Benjamin Constant 2, Quarto Cagnino, Milan",4,100m²,2,"€ 289,000",https://www.immobiliare.it/en/annunci/108183085/
757,"3-room flat viale Certosa, 133, 20151 Milano Italia, Certosa, Milan",3,117m²,2,"€ 269,000",https://www.immobiliare.it/en/annunci/108175883/
758,"2-room flat via Bernardino Verro 43, Ripamonti, Milan",2,68m²,1,"€ 359,000",https://www.immobiliare.it/en/annunci/108181459/
759,"3-room flat via Bernardino Verro 43, Ripamonti, Milan",3,102m²,1,"€ 534,000",https://www.immobiliare.it/en/annunci/108181693/
760,"4-room flat via Varese 12, Moscova, Milan",4,125m²,1,"€ 990,000",https://www.immobiliare.it/en/annunci/108170097/
761,"3-room flat via Molino delle Armi 11, Ticinese, Milan",3,76m²,2,"€ 548,000",https://www.immobiliare.it/en/annunci/108176633/
762,"3-room flat via Vespri Siciliani 16, Piazza Napoli, Milan",3,80m²,1,"€ 345,000",https://www.immobiliare.it/en/annunci/108200411/
763,"4-room flat via Privata Democrito 15, Cimiano, Milan",4,150m²,2,"€ 455,000",https://www.immobiliare.it/en/annunci/108243985/
764,"3-room flat viale Famagosta 40, Famagosta, Milan",3,75m²,1,"€ 265,000",https://www.immobiliare.it/en/annunci/108207599/
765,"Apartment at auction via Carlo Imbonati 62/2, Milan",3,03/28/2024,138m²,"from € 628,490.00",https://www.immobiliare.it/en/annunci/108160469/
766,"2-room flat via Angelo Poliziano 8, Sempione, Milan",2,50m²,1,"€ 395,000",https://www.immobiliare.it/en/annunci/108181525/
767,"2-room flat largo Isabella d'Aragona 2, Bocconi, Milan",2,56m²,1,"€ 475,000",https://www.immobiliare.it/en/annunci/108181171/
768,"2-room flat via Angelo Poliziano 8, Sempione, Milan",2,54m²,1,"€ 405,000",https://www.immobiliare.it/en/annunci/108181377/
769,"2-room flat via Stendhal 30, Solari, Milan",2,45m²,1,"€ 285,000",https://www.immobiliare.it/en/annunci/108175713/
770,"Penthouse - attic at auction via Carlo Imbonati 62/2, Milan",5+,03/28/2024,452m²,"from € 2,081,240.00",https://www.immobiliare.it/en/annunci/108163673/
771,"Apartment via Guglielmo Corrado Röntgen 19, Bocconi, Milan",5+,127m²,2,"€ 890,000",https://www.immobiliare.it/en/annunci/108168423/
772,"3-room flat viale Monte Ceneri 58, Ghisolfa - Mac Mahon, Milan",3,172m²,2,"€ 850,000",https://www.immobiliare.it/en/annunci/108177455/
773,"Apartment at auction via Carlo Imbonati 62/2, Milan",3,03/28/2024,117m²,"from € 628,500.00",https://www.immobiliare.it/en/annunci/108176147/
774,"Apartment at auction via Carlo Imbonati 62/2, Milan",2,03/28/2024,57m²,"from € 328,500.00",https://www.immobiliare.it/en/annunci/108175251/
775,"Apartment piazzale Francesco Bacone 12, Buenos Aires, Milan",5,150m²,2,"€ 680,000",https://www.immobiliare.it/en/annunci/108176059/
776,"3-room flat to be refurbished, mezzanine, Buenos Aires, Milan",3,111m²,1,"€ 599,000",https://www.immobiliare.it/en/annunci/108177323/
777,"Studio via Stampa 15, Carrobbio, Milan",1,32m²,1,"€ 295,000",https://www.immobiliare.it/en/annunci/108165511/
778,"4-room flat via Bordighera 6, Famagosta, Milan",4,100m²,2,"€ 498,000",https://www.immobiliare.it/en/annunci/108176801/
779,"3-room flat via Ettore Ponti 47, Barona, Milan",3,119m²,2,"€ 570,000",https://www.immobiliare.it/en/annunci/108175773/
780,"3-room flat via Ettore Ponti 47, Barona, Milan",3,102m²,2,"€ 540,000",https://www.immobiliare.it/en/annunci/108175609/
781,"Loft via Mecenate 76, Viale Ungheria - Mecenate, Milan",3,133m²,2,"€ 525,000",https://www.immobiliare.it/en/annunci/108178589/
782,"2-room flat piazzale Carlo Archinto 9, Isola, Milan",2,104m²,1,"€ 1,080,000",https://www.immobiliare.it/en/annunci/108208165/
783,"Apartment at auction via Carlo Imbonati 62/2, Milan",2,03/28/2024,69m²,"from € 328,500.00",https://www.immobiliare.it/en/annunci/108181511/
784,"Apartment at auction via Carlo Imbonati 62/2, Milan",3,03/28/2024,117m²,"from € 628,500.00",https://www.immobiliare.it/en/annunci/108179385/
785,"3-room flat via Raimondo Montecuccoli 10, Bande Nere, Milan",3,117m²,2,"€ 790,000",https://www.immobiliare.it/en/annunci/108164343/
786,"3-room flat via Giulio Tarra 1, Centrale, Milan",3,146m²,2,"€ 850,000",https://www.immobiliare.it/en/annunci/108320987/
787,"2-room flat via Legnone 39, Dergano, Milan",2,65m²,1,"€ 189,000",https://www.immobiliare.it/en/annunci/108181921/
788,"Apartment at auction via Carlo Imbonati 62/2, Milan",2,03/28/2024,85m²,"from € 328,500.00",https://www.immobiliare.it/en/annunci/108177131/
789,"3-room flat via Rimini 13, Famagosta, Milan",3,75m²,1,"€ 350,000",https://www.immobiliare.it/en/annunci/108175845/
790,"Apartment at auction via Trasimeno 40/14, Milan",3,02/21/2024,151m²,"from € 284,250.00",https://www.immobiliare.it/en/annunci/108179081/
791,"3-room flat via Ettore Ponti 47, Barona, Milan",3,156m²,2,"€ 690,000",https://www.immobiliare.it/en/annunci/108175249/
792,"Apartment at auction via Carlo Imbonati 62/2, Milan",5+,03/28/2024,456m²,"from € 2,081,250.00",https://www.immobiliare.it/en/annunci/108174911/
