,description,rooms,m2,bathrooms,price,links
1465,"Apartment at auction via Pietrasanta 12, Milan",3,109m²,SB - G,"from € 431,500.00",https://www.immobiliare.it/en/annunci/108036597/
1466,"2-room flat via Padova 65, Parco Trotter, Milan",2,50m²,G,"€ 112,000",https://www.immobiliare.it/en/annunci/108033441/
1467,"Penthouse via Pergolesi Giovanni Battista, 14, Buenos Aires, Milan",3,102m²,1,"€ 640,000",https://www.immobiliare.it/en/annunci/108051767/
1468,"Apartment via Giuseppe Antonio Sassi 4, Vincenzo Monti, Milan",5+,417m²,3+,"€ 4,750,000",https://www.immobiliare.it/en/annunci/108038379/
1469,"2-room flat via Francesco De Sanctis, Cermenate - Abbiategrasso, Milan",2,55m²,1,"€ 229,000",https://www.immobiliare.it/en/annunci/108050081/
1470,"Apartment via Giuseppe Antonio Sassi 4, Vincenzo Monti, Milan",5,263m²,3+,"€ 4,340,000",https://www.immobiliare.it/en/annunci/108041811/
1471,"2-room flat via Aristotile Fioravanti 34/36, Paolo Sarpi, Milan",2,57m²,1,"€ 395,000",https://www.immobiliare.it/en/annunci/108069215/
1472,"3-room flat piazza Belloveso, Niguarda, Milan",3,70m²,1,"€ 134,000",https://www.immobiliare.it/en/annunci/108044465/
1473,"Studio viale Bligny 42, Bocconi, Milan",1,24m²,1,"€ 145,000",https://www.immobiliare.it/en/annunci/108031867/
1474,"2-room flat via Luigi Settembrini 9, Centrale, Milan",2,88m²,1,"€ 658,000",https://www.immobiliare.it/en/annunci/108039681/
1475,"4-room flat via Giuseppe Antonio Sassi 4, Vincenzo Monti, Milan",4,176m²,2,"€ 2,625,000",https://www.immobiliare.it/en/annunci/108038855/
1476,"2-room flat piazzale Lugano, Dergano, Milan",2,55m²,1,"€ 210,000",https://www.immobiliare.it/en/annunci/108032827/
1477,"2-room flat via Mac Mahon, Bovisa, Milan",2,65m²,1,"€ 275,000",https://www.immobiliare.it/en/annunci/108292009/
1478,"4-room flat via Luigi Ornato 39, Niguarda, Milan",4,139m²,2,"€ 345,000",https://www.immobiliare.it/en/annunci/108037433/
1479,"2-room flat via Giovanni Pacini 33, Città Studi, Milan",2,40m²,1,"€ 165,000",https://www.immobiliare.it/en/annunci/108037111/
1480,"Apartment at auction via Luigi Ornato 18, Milan",2,01/30/2024,56m²,"from € 57,000.00",https://www.immobiliare.it/en/annunci/108046185/
1481,"4-room flat via Onorato Balzac, Precotto, Milan",4,200m²,2,"€ 715,000",https://www.immobiliare.it/en/annunci/108041371/
1482,"3-room flat viale Bligny 23/a, Bocconi, Milan",3,75m²,2,"€ 645,000",https://www.immobiliare.it/en/annunci/108032793/
1483,"3-room flat viale Bligny 23/a, Bocconi, Milan",3,86m²,2,"€ 720,000",https://www.immobiliare.it/en/annunci/108032549/
1484,"3-room flat piazzale loreto, 1, Pasteur, Milan",3,120m²,1,"€ 745,000",https://www.immobiliare.it/en/annunci/108076779/
1485,"4-room flat piazzale loreto, 1, Pasteur, Milan",4,120m²,1,"€ 745,000",https://www.immobiliare.it/en/annunci/108076785/
1486,"3-room flat via annibale caretta, 3, Buenos Aires, Milan",3,120m²,1,"€ 745,000",https://www.immobiliare.it/en/annunci/108077215/
1487,"4-room flat via annibale caretta, 3, Buenos Aires, Milan",4,120m²,1,"€ 745,000",https://www.immobiliare.it/en/annunci/108132113/
1488,"Studio via Riccardo Pitteri 27, Lambrate, Milan",1,38m²,1,"€ 114,000",https://www.immobiliare.it/en/annunci/108038687/
1489,"Loft via Edoardo Bassini, Città Studi, Milan",2,45m²,1,"€ 200,000",https://www.immobiliare.it/en/annunci/108165781/
1490,"3-room flat via Monte Baldo, 21, San Siro, Milan",3,92m²,1,"€ 340,000",https://www.immobiliare.it/en/annunci/108043477/
1491,"Studio via Pietro Custodi, Corso San Gottardo, Milan",1,30m²,1,"€ 249,000",https://www.immobiliare.it/en/annunci/108045641/
1492,"Loft via Senofonte 9, City Life, Milan",1,40m²,1,"€ 220,000",https://www.immobiliare.it/en/annunci/108046803/
1493,"Loft via Senofonte 9, City Life, Milan",2,63m²,1,"€ 390,000",https://www.immobiliare.it/en/annunci/108049963/
1494,"Apartment at auction via Ugo Pisa, Milan",3,88m²,1,"from € 185,250.00",https://www.immobiliare.it/en/annunci/108049629/
1495,"2-room flat via Costanza 19, Washington, Milan",2,52m²,1,"€ 370,000",https://www.immobiliare.it/en/annunci/108050647/
1496,"2-room flat via Giulio Cesare Procaccini, Paolo Sarpi, Milan",2,50m²,1,"€ 245,000",https://www.immobiliare.it/en/annunci/108040285/
1497,"3-room flat good condition, mezzanine, Quinto Romano, Milan",3,100m²,2,"€ 239,000",https://www.immobiliare.it/en/annunci/108035833/
1498,"Penthouse via Ugo Bassi, Isola, Milan",2,58m²,1,"€ 475,000",https://www.immobiliare.it/en/annunci/108292001/
1499,"3-room flat via Domenichino, 49, Amendola - Buonarroti, Milan",3,120m²,2,"€ 850,000",https://www.immobiliare.it/en/annunci/108043479/
1500,"3-room flat excellent condition, seventh floor, Piazza Napoli, Milan",3,120m²,2,"€ 715,000",https://www.immobiliare.it/en/annunci/108050139/
1501,"Apartment at auction via Carlo Crivelli 26, Milan",,,,"from € 600,000.00",https://www.immobiliare.it/en/annunci/108042821/
1502,"2-room flat via Rovigo, Crescenzago, Milan",2,70m²,1,"€ 371,000",https://www.immobiliare.it/en/annunci/108048679/
1503,"2-room flat via Matteo Civitali, 50, San Siro, Milan",2,62m²,1,"€ 250,000",https://www.immobiliare.it/en/annunci/108043501/
1504,"Penthouse via Giuseppe Antonio Sassi 4, Vincenzo Monti, Milan",5,504m²,3+,Price on application,https://www.immobiliare.it/en/annunci/108042435/
1505,"2-room flat via Romolo Gessi 8, Washington, Milan",2,75m²,1,"€ 482,000",https://www.immobiliare.it/en/annunci/108050621/
1506,"2-room flat via Andrea Costa 33, Pasteur, Milan",2,70m²,1,"€ 358,000",https://www.immobiliare.it/en/annunci/108039977/
1507,"2-room flat via Alessi, 13, Corso Genova, Milan",2,58m²,1,"€ 540,000",https://www.immobiliare.it/en/annunci/108052165/
1508,"Single family villa via Ravizza , 59, De Angeli, Milan",5+,620m²,,"€ 7,000,000",https://www.immobiliare.it/en/annunci/108074811/
1509,"Single-family detached house via Ravizza , 59, De Angeli, Milan",5+,620m²,,"€ 7,000,000",https://www.immobiliare.it/en/annunci/108074765/
1510,"2-room flat via Medeghino, 15, Chiesa Rossa, Milan",2,58m²,1,"€ 279,000",https://www.immobiliare.it/en/annunci/108202487/
1511,"4-room flat via Treviso 6, Cimiano, Milan",4,300m²,2,"€ 400,000",https://www.immobiliare.it/en/annunci/108314271/
1512,"3-room flat via Vittoria Colonna, Amendola - Buonarroti, Milan",3,91m²,1,"€ 590,000",https://www.immobiliare.it/en/annunci/108045261/
1513,"3-room flat via Ferdinando Marescalchi, Argonne - Corsica, Milan",3,90m²,1,"€ 500,000",https://www.immobiliare.it/en/annunci/108050343/
1514,"Building via Luigi Ornato, 72/5, Niguarda, Milan",,,,"€ 1,300,000",https://www.immobiliare.it/en/annunci/108049167/
1515,"Apartment at auction via San Mamete 3, Milan",2,42m²,4,"from € 41,400.00",https://www.immobiliare.it/en/annunci/108051577/
1516,"Apartment at auction via Bastia 6, Milan",3,76m²,3,"from € 213,750.00",https://www.immobiliare.it/en/annunci/108046059/
1517,"Loft at auction via Caltagirone   12, Milan",2,53m²,G,"from € 43,000.00",https://www.immobiliare.it/en/annunci/108044835/
1518,"Loft via Francesco Gonin 5, Giambellino, Milan",1,303m²,G,"€ 470,000",https://www.immobiliare.it/en/annunci/108319673/
1519,"Apartment excellent condition, semi-basement, Moscova, Milan",230m²,SB,,"€ 1,500,000",https://www.immobiliare.it/en/annunci/108048153/
1520,"Apartment at auction via Lipari 8, Milan",5+,01/23/2024,227m²,"from € 191,250.00",https://www.immobiliare.it/en/annunci/108035093/
1521,"Apartment via Stefanardo da Vimercate, 19, Gorla, Milan",5+,155m²,3,"€ 540,000",https://www.immobiliare.it/en/annunci/108051531/
1522,"Single family villa via Privata Trasimeno, Quartiere Adriano, Milan",4,180m²,3,"€ 820,000",https://www.immobiliare.it/en/annunci/108076981/
1523,"2-room flat excellent condition, Navigli - Darsena, Milan",2,55m²,1,"€ 270,000",https://www.immobiliare.it/en/annunci/108044085/
1524,"Apartment viale Legioni Romane 27, Bande Nere, Milan",5,220m²,3,"€ 1,290,000",https://www.immobiliare.it/en/annunci/108018649/
1525,"2-room flat viale Fulvio Testi 86, Prato Centenaro, Milan",2,55m²,1,"€ 240,000",https://www.immobiliare.it/en/annunci/108019289/
1526,"2-room flat via Angelo Inganni, Inganni, Milan",2,61m²,1,"€ 215,000",https://www.immobiliare.it/en/annunci/108023193/
1527,"Loft via Carlo De Angeli 3, Ripamonti, Milan",2,75m²,2,"€ 340,000",https://www.immobiliare.it/en/annunci/108009759/
1528,"3-room flat via San Mamete 51, Quartiere Adriano, Milan",3,105m²,2,"€ 319,000",https://www.immobiliare.it/en/annunci/108016157/
1529,"2-room flat via Cesare da Sesto 10, Corso Genova, Milan",2,67m²,1,"€ 512,000",https://www.immobiliare.it/en/annunci/108043233/
1530,"3-room flat via Edmondo De Amicis, Corso Genova, Milan",3,88m²,1,"€ 850,000",https://www.immobiliare.it/en/annunci/108020325/
1531,"Studio via Cesare da Sesto 19, Corso Genova, Milan",1,20m²,1,"€ 170,000",https://www.immobiliare.it/en/annunci/108017681/
1532,"2-room flat via Tito Vignoli 11, Giambellino, Milan",2,42m²,1,"€ 259,000",https://www.immobiliare.it/en/annunci/108193437/
1533,"2-room flat via Mauro Macchi 59, Centrale, Milan",2,55m²,1,"€ 338,000",https://www.immobiliare.it/en/annunci/108025191/
1534,"3-room flat via Tommaso Agudio 7, Sempione, Milan",3,100m²,1,"€ 535,000",https://www.immobiliare.it/en/annunci/108017249/
1535,"2-room flat via varesina 61, Certosa, Milan",2,71m²,1,"€ 190,000",https://www.immobiliare.it/en/annunci/108019167/
1536,"4-room flat via Latisana, 4, 20159 Milano Italia, Istria, Milan",4,100m²,2,"€ 499,000",https://www.immobiliare.it/en/annunci/108017403/
1537,"3-room flat via Fryderyk Chopin 7, Vigentino - Fatima, Milan",3,90m²,1,"€ 375,000",https://www.immobiliare.it/en/annunci/108273539/
1538,"3-room flat via Carlo Valvassori Peroni 55, Città Studi, Milan",3,90m²,1,"€ 420,000",https://www.immobiliare.it/en/annunci/108023591/
1539,"2-room flat via sant'abbondio 35, Chiesa Rossa, Milan",2,70m²,1,"€ 235,000",https://www.immobiliare.it/en/annunci/108013197/
1540,"2-room flat via Giovanni Antonio Amadeo 30, Città Studi, Milan",2,50m²,1,"€ 335,000",https://www.immobiliare.it/en/annunci/108023755/
1541,"Studio via dei Bossi 8, Duomo, Milan",1,38m²,1,"€ 315,000",https://www.immobiliare.it/en/annunci/108023505/
1542,"2-room flat via appennini, Gallaratese, Milan",2,70m²,1,"€ 210,000",https://www.immobiliare.it/en/annunci/108025647/
1543,"3-room flat viale Papiniano 44, Solari, Milan",3,75m²,1,"€ 599,000",https://www.immobiliare.it/en/annunci/108017247/
1544,"3-room flat viale Giovanni Suzzani 273, Bignami - Ponale, Milan",3,83m²,1,"€ 295,000",https://www.immobiliare.it/en/annunci/108019293/
1545,"4-room flat via Felice Bisleri 11, San Siro, Milan",4,120m²,2,"€ 449,000",https://www.immobiliare.it/en/annunci/108022177/
1546,"2-room flat via Palmanova 52, Cimiano, Milan",2,71m²,1,"€ 283,000",https://www.immobiliare.it/en/annunci/108021779/
1547,"3-room flat via Vipacco 4, Villa San Giovanni, Milan",3,125m²,2,"€ 309,000",https://www.immobiliare.it/en/annunci/108008809/
1548,"4-room flat via Enrico Nöe 30, Città Studi, Milan",4,143m²,2,"€ 860,000",https://www.immobiliare.it/en/annunci/108023057/
1549,"3-room flat via Giovanni Antonio Amadeo 41, Città Studi, Milan",3,86m²,1,"€ 439,000",https://www.immobiliare.it/en/annunci/108020587/
1550,"Single family villa via dei Missaglia 1, Chiesa Rossa, Milan",5,253m²,3,"€ 650,000",https://www.immobiliare.it/en/annunci/108016161/
1551,"3-room flat viale Monza 60, Rovereto, Milan",3,70m²,1,"€ 299,000",https://www.immobiliare.it/en/annunci/108022953/
1552,"3-room flat via Eleuterio Pagliano 1/a, Monte Rosa - Lotto, Milan",3,120m²,2,"€ 745,000",https://www.immobiliare.it/en/annunci/108020577/
1553,"2-room flat via Roald Engelbert Amundsen 7, San Siro, Milan",2,53m²,1,"€ 260,000",https://www.immobiliare.it/en/annunci/108008601/
1554,"2-room flat via Cesare da Sesto, Corso Genova, Milan",2,47m²,1,"€ 530,000",https://www.immobiliare.it/en/annunci/108019283/
1555,"2-room flat via San Damiano, 4., Palestro, Milan",2,121m²,2,"€ 950,000",https://www.immobiliare.it/en/annunci/108017111/
1556,"4-room flat piazza Francesco Guardi 4, Città Studi, Milan",4,121m²,1,"€ 580,000",https://www.immobiliare.it/en/annunci/108012007/
1557,"2-room flat via Pellegrino Rossi 81, Affori, Milan",2,40m²,1,"€ 199,000",https://www.immobiliare.it/en/annunci/108013857/
1558,"3-room flat via Francesco Primaticcio 217, Primaticcio, Milan",3,85m²,1,"€ 310,000",https://www.immobiliare.it/en/annunci/108009371/
1559,"3-room flat via Tommaso Gulli 19, Piazzale Siena, Milan",3,127m²,2,"€ 630,000",https://www.immobiliare.it/en/annunci/108022227/
1560,"Apartment at auction via San Giusto 37, Milan",3,02/27/2024,81m²,"from € 109,500.00",https://www.immobiliare.it/en/annunci/108012187/
1561,"Apartment at auction via Luigi Ornato 56, Milan",2,01/10/2024,52m²,"from € 101,250.00",https://www.immobiliare.it/en/annunci/108017501/
1562,"3-room flat via Carlo Bianconi 18, Vigentino - Fatima, Milan",3,85m²,1,"€ 350,000",https://www.immobiliare.it/en/annunci/108016959/
1563,"3-room flat Alzaia Naviglio Pavese 44, Navigli - Darsena, Milan",3,120m²,1,"€ 830,000",https://www.immobiliare.it/en/annunci/108013067/
1564,"3-room flat via Errico Petrella 21, Buenos Aires, Milan",3,100m²,1,"€ 650,000",https://www.immobiliare.it/en/annunci/108009949/
1565,"3-room flat via Ascanio Sforza 69, Pezzotti - Meda, Milan",3,75m²,1,"€ 425,000",https://www.immobiliare.it/en/annunci/108017837/
1566,"Terraced house via Padova 236, Crescenzago, Milan",3,91m²,2,"€ 407,000",https://www.immobiliare.it/en/annunci/108016785/
1567,"2-room flat via del Mare 67/A, Cantalupa - San Paolo, Milan",2,61m²,1,"€ 219,000",https://www.immobiliare.it/en/annunci/108018067/
1568,"4-room flat via Policarpo Petrocchi 19, Turro, Milan",4,130m²,2,"€ 560,000",https://www.immobiliare.it/en/annunci/108012911/
1569,"Apartment via San Francesco D'Assisi 10, Ticinese, Milan",5,224m²,3,"€ 1,780,000",https://www.immobiliare.it/en/annunci/108009215/
1570,"Apartment via Matteo Bandello 6, San Vittore, Milan",5,128m²,1,"€ 950,000",https://www.immobiliare.it/en/annunci/108018373/
1571,"2-room flat via Derganino 28, Bovisa, Milan",2,95m²,2,"€ 240,000",https://www.immobiliare.it/en/annunci/108014409/
1572,"3-room flat via Palmanova 38, Udine, Milan",3,120m²,2,"€ 535,000",https://www.immobiliare.it/en/annunci/108007215/
1573,"3-room flat via Uberto Visconti di Modrone 19, Borgogna - Largo Augusto, Milan",3,66m²,1,"€ 847,600",https://www.immobiliare.it/en/annunci/108016323/
1574,"3-room flat via Gustavo Modena 3, Indipendenza, Milan",3,130m²,2,"€ 1,190,000",https://www.immobiliare.it/en/annunci/108016183/
1575,"3-room flat via Errico Petrella 14, Buenos Aires, Milan",3,115m²,2,"€ 685,000",https://www.immobiliare.it/en/annunci/108011885/
1576,"2-room flat via Lodovico il Moro 85, Tre Castelli - Faenza, Milan",2,55m²,1,"€ 185,000",https://www.immobiliare.it/en/annunci/108017525/
1577,"2-room flat via Uberto Visconti di Modrone 19, Borgogna - Largo Augusto, Milan",2,50m²,1,"€ 650,000",https://www.immobiliare.it/en/annunci/108016165/
1578,"2-room flat good condition, first floor, Porta Venezia, Milan",2,55m²,1,"€ 350,000",https://www.immobiliare.it/en/annunci/108019943/
1579,"4-room flat via Giuseppe Taccioli 27, Affori, Milan",4,136m²,2,"€ 569,000",https://www.immobiliare.it/en/annunci/108023781/
1580,"2-room flat via Generale Thaon di Revel 10, Zara, Milan",2,45m²,1,"€ 390,000",https://www.immobiliare.it/en/annunci/108012001/
1581,"3-room flat via Giuseppe Taccioli 27, Affori, Milan",3,118m²,2,"€ 485,000",https://www.immobiliare.it/en/annunci/108020135/
1582,"2-room flat viale Daniele Ranzoni 3, San Siro, Milan",2,58m²,1,"€ 320,000",https://www.immobiliare.it/en/annunci/108015715/
1583,"3-room flat via Francesco Borromini 6, Corso San Gottardo, Milan",3,100m²,1,"€ 550,000",https://www.immobiliare.it/en/annunci/108016333/
1584,"3-room flat via Carlo Imbonati 35, Dergano, Milan",3,97m²,2,"€ 410,000",https://www.immobiliare.it/en/annunci/108014085/
1585,"2-room flat viale Giovanni Suzzani 273, Bignami - Ponale, Milan",2,70m²,1,"€ 280,000",https://www.immobiliare.it/en/annunci/108021029/
1586,"Apartment at auction via Carlo Crivelli, 26, Milan",5+,135m²,SB,"from € 450,000.00",https://www.immobiliare.it/en/annunci/108021499/
1587,"Apartment at auction via Ugo Pisa, 8, Milan",3,87m²,M,"from € 185,250.00",https://www.immobiliare.it/en/annunci/108021497/
1588,"2-room flat piazzale Francesco Accursio 4, Certosa, Milan",2,45m²,1,"€ 219,000",https://www.immobiliare.it/en/annunci/108012925/
1589,"4-room flat via Oreste Salomone 51, Viale Ungheria - Mecenate, Milan",4,111m²,2,"€ 460,000",https://www.immobiliare.it/en/annunci/108018419/
1590,"Apartment corso di Porta Romana 46, Missori, Milan",5,296m²,3+,"€ 4,150,000",https://www.immobiliare.it/en/annunci/108016387/
1591,"3-room flat corso di Porta Romana 46, Missori, Milan",3,78m²,1,"€ 860,000",https://www.immobiliare.it/en/annunci/108016357/
1592,"3-room flat piazza Tirana 12, Giambellino, Milan",3,140m²,2,Price on application,https://www.immobiliare.it/en/annunci/108019089/
1593,"3-room flat via Cola Montano 8, Isola, Milan",3,110m²,2,"€ 385,000",https://www.immobiliare.it/en/annunci/108020827/
1594,"3-room flat via Appennini 165, Gallaratese, Milan",3,94m²,1,"€ 235,000",https://www.immobiliare.it/en/annunci/108017709/
1595,"4-room flat via Nino Bixio 37, Porta Venezia, Milan",4,150m²,3,"€ 1,050,000",https://www.immobiliare.it/en/annunci/108013901/
1596,"4-room flat viale Zara 58, Zara, Milan",4,190m²,2,"€ 950,000",https://www.immobiliare.it/en/annunci/108018411/
1597,"Apartment at auction via padova , 213, Milan",2,75m²,3,"from € 140,250.00",https://www.immobiliare.it/en/annunci/108021563/
1598,"4-room flat corso di Porta Romana 46, Missori, Milan",4,156m²,3,"€ 1,870,000",https://www.immobiliare.it/en/annunci/108016373/
1599,"2-room flat via Giovanni Battista Fauchè 40, Cenisio, Milan",2,56m²,1,"€ 360,000",https://www.immobiliare.it/en/annunci/108015981/
1600,"2-room flat via Monte Bianco 40, Monte Rosa - Lotto, Milan",2,65m²,1,"€ 325,000",https://www.immobiliare.it/en/annunci/108019624/
1601,"2-room flat viale Umbria, Porta Romana - Medaglie d'Oro, Milan",2,45m²,1,"€ 350,000",https://www.immobiliare.it/en/annunci/108010545/
1602,"3-room flat via Cenisio 11/A, Cenisio, Milan",3,100m²,2,"€ 700,000",https://www.immobiliare.it/en/annunci/108017349/
1603,"2-room flat via Cadore, Cadore, Milan",2,45m²,1,"€ 289,000",https://www.immobiliare.it/en/annunci/108022379/
1604,"2-room flat via Arquà 13, Parco Trotter, Milan",2,40m²,1,"€ 179,000",https://www.immobiliare.it/en/annunci/108016399/
1605,"Single family villa via Gasparo da Salò 12, Maggiolina, Milan",5,228m²,3,"€ 1,100,000",https://www.immobiliare.it/en/annunci/108017181/
1606,"3-room flat via Oldrado da Tresseno 1, Pasteur, Milan",3,85m²,2,"€ 480,000",https://www.immobiliare.it/en/annunci/108011609/
1607,"3-room flat via Giovanni Battista Sammartini 65, Cascina dei Pomi, Milan",3,85m²,1,"€ 330,000",https://www.immobiliare.it/en/annunci/108013253/
1608,"2-room flat via Privata Monte Lungo 1, Turro, Milan",2,55m²,1,"€ 235,000",https://www.immobiliare.it/en/annunci/108019131/
1609,"2-room flat via Flumendosa 34, Crescenzago, Milan",2,74m²,1,"€ 250,000",https://www.immobiliare.it/en/annunci/108020459/
1610,"3-room flat excellent condition, first floor, Isola, Milan",3,112m²,2,"€ 600,000",https://www.immobiliare.it/en/annunci/108011607/
1611,"Studio via Tolmezzo 12, Udine, Milan",1,42m²,1,"€ 220,000",https://www.immobiliare.it/en/annunci/108008417/
1612,"Apartment via Alessandro Repetti 19, Quartiere Forlanini, Milan",5,138m²,2,"€ 560,000",https://www.immobiliare.it/en/annunci/108008003/
1613,"2-room flat via Laura Ciceri Visconti 18, Martini - Insubria, Milan",2,63m²,1,"€ 275,000",https://www.immobiliare.it/en/annunci/108022599/
1614,"Studio via Uberto Visconti di Modrone 19, Borgogna - Largo Augusto, Milan",1,48m²,1,"€ 617,500",https://www.immobiliare.it/en/annunci/108016071/
1615,"2-room flat via Mario Pagano 4, Arco della Pace, Milan",2,75m²,2,"€ 880,000",https://www.immobiliare.it/en/annunci/108017937/
1616,"3-room flat via Pietro Mascagni, Palestro, Milan",3,130m²,3,"€ 1,400,000",https://www.immobiliare.it/en/annunci/108019757/
1617,"2-room flat via Lodovico Pavoni 3, Dergano, Milan",2,68m²,1,"€ 250,000",https://www.immobiliare.it/en/annunci/108018193/
1618,"Penthouse viale Sarca 77, Prato Centenaro, Milan",3,90m²,1,"€ 580,000",https://www.immobiliare.it/en/annunci/108012867/
1619,"Penthouse via Principe Eugenio 51, Cenisio, Milan",3,145m²,2,"€ 845,000",https://www.immobiliare.it/en/annunci/108023899/
1620,"2-room flat via Carlo Farini 35, Isola, Milan",2,48m²,1,"€ 310,000",https://www.immobiliare.it/en/annunci/108017585/
1621,"2-room flat via Rovigo 11, Crescenzago, Milan",2,54m²,1,"€ 185,000",https://www.immobiliare.it/en/annunci/108019299/
1622,"3-room flat via Luigi Ornato 111, Niguarda, Milan",3,80m²,1,"€ 260,000",https://www.immobiliare.it/en/annunci/108018629/
1623,"3-room flat via Verbano 7, Lodi - Brenta, Milan",3,96m²,1,"€ 489,000",https://www.immobiliare.it/en/annunci/108016143/
1624,"2-room flat via Leone Tolstoi 58, Piazza Napoli, Milan",2,62m²,1,"€ 310,000",https://www.immobiliare.it/en/annunci/108021285/
1625,"4-room flat viale Liguria 40, Famagosta, Milan",4,133m²,2,"€ 737,000",https://www.immobiliare.it/en/annunci/108017069/
1626,"2-room flat excellent condition, second floor, Navigli - Darsena, Milan",2,55m²,1,"€ 270,000",https://www.immobiliare.it/en/annunci/108011443/
1627,"Penthouse via Pietro Andrea Saccardo 1, Lambrate, Milan",4,144m²,2,"€ 570,000",https://www.immobiliare.it/en/annunci/108009531/
1628,"2-room flat via Monfalcone, Udine, Milan",2,55m²,1,"€ 210,000",https://www.immobiliare.it/en/annunci/108174101/
1629,"Penthouse via Torquato Taramelli 70, Maggiolina, Milan",4,156m²,2,"€ 870,000",https://www.immobiliare.it/en/annunci/108008699/
1630,"4-room flat via Rovigno 18, Turro, Milan",4,132m²,1,"€ 739,000",https://www.immobiliare.it/en/annunci/108013111/
1631,"Penthouse via Rovigno 18, Turro, Milan",4,169m²,3,"€ 1,014,000",https://www.immobiliare.it/en/annunci/108015173/
1632,"Penthouse via Rovigno 18, Turro, Milan",4,185m²,3,"€ 1,110,000",https://www.immobiliare.it/en/annunci/108015251/
1633,"4-room flat via Rovigno 18, Turro, Milan",4,120m²,1,"€ 672,000",https://www.immobiliare.it/en/annunci/108012667/
1634,"Penthouse via Rovigno 18, Turro, Milan",4,186m²,3,"€ 1,116,000",https://www.immobiliare.it/en/annunci/108014771/
1635,"Penthouse via Rovigno 18, Turro, Milan",4,185m²,3,"€ 1,110,000",https://www.immobiliare.it/en/annunci/108015575/
1636,"2-room flat viale Piceno, Indipendenza, Milan",2,47m²,1,"€ 360,000",https://www.immobiliare.it/en/annunci/108025463/
1637,"4-room flat corso Sempione 33, Sempione, Milan",4,146m²,2,"€ 1,050,000",https://www.immobiliare.it/en/annunci/108023501/
1638,"2-room flat via Luigi Manzotti, Dergano, Milan",2,95m²,1,"€ 199,000",https://www.immobiliare.it/en/annunci/108012089/
1639,"2-room flat via Pietro di Pietramellara, Dergano, Milan",2,72m²,1,"€ 249,000",https://www.immobiliare.it/en/annunci/108017559/
1640,"2-room flat via Emilio Morosini, Montenero, Milan",2,86m²,1,"€ 620,000",https://www.immobiliare.it/en/annunci/108008297/
1641,"3-room flat via Pietro Pomponazzi, Pezzotti - Meda, Milan",3,62m²,1,"€ 310,000",https://www.immobiliare.it/en/annunci/108016747/
1642,"Studio via Monte San Genesio 13, Dergano, Milan",1,18m²,1,"€ 109,000",https://www.immobiliare.it/en/annunci/108023223/
1643,"Apartment at auction via Nicostrato Castellini , 9, Milan",3,87m²,M,"from € 230,250.00",https://www.immobiliare.it/en/annunci/108021481/
1644,"Apartment at auction piazza Anita Garibaldi , 13, Milan",5+,682m²,M,"from € 276,480.00",https://www.immobiliare.it/en/annunci/108021565/
1645,"2-room flat via Giorgio Castelli 9, Bovisa, Milan",2,58m²,1,"€ 195,000",https://www.immobiliare.it/en/annunci/108059013/
1646,"2-room flat via Flumendosa 34, Crescenzago, Milan",2,74m²,1,"€ 250,000",https://www.immobiliare.it/en/annunci/108069153/
1647,"4-room flat via Mac Mahon 43, Cenisio, Milan",4,140m²,1,"€ 675,000",https://www.immobiliare.it/en/annunci/108022507/
1648,"4-room flat via Alessandro Repetti 19, Quartiere Forlanini, Milan",4,138m²,2,"€ 560,000",https://www.immobiliare.it/en/annunci/108021585/
1649,"3-room flat via Valfurva 4, Prato Centenaro, Milan",3,85m²,1,"€ 395,000",https://www.immobiliare.it/en/annunci/108016111/
1650,"3-room flat via Beato Angelico 1, Città Studi, Milan",3,125m²,2,"€ 610,000",https://www.immobiliare.it/en/annunci/108017113/
1651,"Building via Lomellina, Argonne - Corsica, Milan",5+,230m²,2,"€ 1,350,000",https://www.immobiliare.it/en/annunci/108022927/
1652,"Studio viale Piceno, Indipendenza, Milan",1,40m²,1,"€ 340,000",https://www.immobiliare.it/en/annunci/108025503/
1653,"3-room flat via Rosalba Carriera 7, Giambellino, Milan",3,100m²,2,"€ 600,000",https://www.immobiliare.it/en/annunci/108019869/
1654,"2-room flat via Cesare Arici 1, Cimiano, Milan",2,53m²,1,"€ 150,000",https://www.immobiliare.it/en/annunci/108021235/
1655,"Apartment at auction via Caltagirone 12, Milan",2,53m²,G,"from € 43,000.00",https://www.immobiliare.it/en/annunci/108016583/
1656,"2-room flat via Mariotto Albertinelli 2, San Siro, Milan",2,65m²,1,"€ 209,000",https://www.immobiliare.it/en/annunci/108015971/
1657,"Studio viale Bligny 42, Bocconi, Milan",1,24m²,1,"€ 145,000",https://www.immobiliare.it/en/annunci/108034009/
1658,"3-room flat via Semplicità 1, Dergano, Milan",3,100m²,1,"€ 495,000",https://www.immobiliare.it/en/annunci/108015689/
1659,"Studio excellent condition, ground floor, Arco della Pace, Milan",1,51m²,1,"€ 440,000",https://www.immobiliare.it/en/annunci/108017149/
1660,"Apartment via Giuseppe Antonio Sassi 4, Vincenzo Monti, Milan",5,263m²,3,"€ 4,950,000",https://www.immobiliare.it/en/annunci/108042221/
1661,"2-room flat via Francesco Daverio, Guastalla, Milan",2,50m²,1,"€ 419,000",https://www.immobiliare.it/en/annunci/108292043/
