day,district,description,rooms,m2,bathrooms,price,links,house_id
2024-01-03,porta-romana-medaglie-d-oro,"2-room flat via Gian Carlo Passeroni 6, Porta Romana - Medaglie d'Oro, Milan",2,76m²,1,"€ 550,000",https://www.immobiliare.it/en/annunci/106520159/,106520159
2024-01-03,porta-romana-medaglie-d-oro,"2-room flat piazza Trento 1, Porta Romana - Medaglie d'Oro, Milan",2,60m²,1,"€ 480,000",https://www.immobiliare.it/en/annunci/106486045/,106486045
2024-01-03,porta-romana-medaglie-d-oro,"3-room flat via Francesco Burlamacchi 11, Porta Romana - Medaglie d'Oro, Milan",3,64m²,1,"€ 388,000",https://www.immobiliare.it/en/annunci/106687745/,106687745
2024-01-03,porta-romana-medaglie-d-oro,"4-room flat piazza Medaglie D'Oro, Porta Romana - Medaglie d'Oro, Milan",4,145m²,2,"€ 990,000",https://www.immobiliare.it/en/annunci/108356519/,108356519
2024-01-03,porta-romana-medaglie-d-oro,"3-room flat via Giulio Romano/Ripamonti, Bocconi, Milan",3,85m²,1,"€ 620,000",https://www.immobiliare.it/en/annunci/108356513/,108356513
2024-01-03,porta-romana-medaglie-d-oro,"3-room flat viale Monte Nero 5, Porta Romana - Medaglie d'Oro, Milan",3,116m²,2,"€ 780,000",https://www.immobiliare.it/en/annunci/107621589/,107621589
2024-01-03,porta-romana-medaglie-d-oro,"3-room flat viale Umbria 25, Porta Romana - Medaglie d'Oro, Milan",3,82m²,1,"€ 459,000",https://www.immobiliare.it/en/annunci/106365897/,106365897
2024-01-03,porta-romana-medaglie-d-oro,"Penthouse excellent condition, 100 m², Porta Romana - Medaglie d'Oro, Milan",3,100m²,2,"€ 1,000,000",https://www.immobiliare.it/en/annunci/106357905/,106357905
2024-01-03,porta-romana-medaglie-d-oro,"4-room flat via Francesco Burlamacchi 11, Porta Romana - Medaglie d'Oro, Milan",4,150m²,2,"€ 1,150,000",https://www.immobiliare.it/en/annunci/106322277/,106322277
2024-01-03,porta-romana-medaglie-d-oro,"2-room flat via Francesco Burlamacchi 6, Porta Romana - Medaglie d'Oro, Milan",2,40m²,1,"€ 350,000",https://www.immobiliare.it/en/annunci/106197483/,106197483
2024-01-03,porta-romana-medaglie-d-oro,"2-room flat via Pier Lombardo 5, Porta Romana - Medaglie d'Oro, Milan",2,80m²,1,"€ 475,000",https://www.immobiliare.it/en/annunci/106148205/,106148205
2024-01-03,porta-romana-medaglie-d-oro,"Studio viale Sabotino 8, Porta Romana - Medaglie d'Oro, Milan",1,42m²,1,"€ 390,000",https://www.immobiliare.it/en/annunci/106120845/,106120845
2024-01-03,porta-romana-medaglie-d-oro,"3-room flat via Sigieri 22, Porta Romana - Medaglie d'Oro, Milan",3,70m²,2,"€ 548,000",https://www.immobiliare.it/en/annunci/106046493/,106046493
2024-01-03,porta-romana-medaglie-d-oro,"3-room flat Strada della Carità 2, Porta Romana - Medaglie d'Oro, Milan",3,123m²,2,"€ 399,000",https://www.immobiliare.it/en/annunci/106039113/,106039113
